order_id,customer_id,product_id,store_id,quantity,unit_price,discount,order_date,payment_method,status,raw_notes,customer_name,customer_email,customer_city,customer_age,product_name,category,brand,store_name,store_city,store_manager
3447,1077,225,306,3,89.46,0.06,2024-09-04,Cash,Pending,Wind stay time behavior range.,Kimberly Pratt,patrick88@hogan.com,Nairobi,69,Cup,Groceries,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1212,1070,206,306,3,414.25,0.03,2024-08-02,Cash,Cancelled,Church interest usually chance.,Jessica Freeman,jamesreed@yahoo.com,Nairobi,21,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4916,1015,206,306,3,367.8,0.11,2024-10-14,Cash,Pending,Example fact parent.,Karen Edwards,orodriguez@gmail.com,Nakuru,37,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
801,1023,206,306,4,408.85,0.16,2024-11-22,Mobile Money,Completed,Full smile book window start deal.,Mrs. Jessica Robinson,mcgrathchristopher@hall-green.com,Nakuru,61,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
106,1005,206,306,3,383.01,0.14,2024-06-28,Credit Card,Completed,Course piece build enter take position.,Elizabeth Rodriguez,harttravis@yahoo.com,Kisumu,68,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4380,1007,206,306,4,168.12,0.01,2024-08-22,Cash,Completed,Imagine else current teacher.,Natalie Ewing,maria63@yahoo.com,Nairobi,45,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
570,1061,206,306,3,150.4,0.15,2024-07-13,Credit Card,Completed,Central majority indicate tonight program.,Henry Fields,zwebb@snyder-love.com,Nakuru,53,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
542,1032,206,306,4,461.89,0.12,2024-09-22,Cash,Pending,Walk key although attorney property throw feel.,Michael Thompson,williamskevin@hotmail.com,Mombasa,23,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2788,1032,206,306,4,456.79,0.11,2024-08-10,Cash,Completed,Number ball feeling good task difficult.,Michael Thompson,williamskevin@hotmail.com,Mombasa,23,Appear,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2421,1084,244,306,1,402.2,0.19,2025-02-16,Mobile Money,Completed,Both defense choose.,Heather Mora,qweaver@fuller-jones.com,Kisumu,35,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3618,1099,244,306,4,113.97,0.04,2024-07-25,Credit Card,Cancelled,Up ahead let owner race.,Teresa Taylor MD,justin36@grant.com,Eldoret,58,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4433,1054,244,306,2,284.33,0.05,2025-01-10,Mobile Money,Pending,Statement per deal window nearly across sort.,Joseph Smith,areed@yahoo.com,Kisumu,36,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
308,1065,244,306,1,390.87,0.15,2025-01-14,Mobile Money,Cancelled,Adult his some.,Erica Jones,hmartin@yahoo.com,Nakuru,22,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2060,1079,244,306,5,161.82,0.11,2025-04-19,Mobile Money,Completed,Any expert before.,Jason Jensen,chendricks@stuart.org,Mombasa,19,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1381,1082,244,306,2,496.79,0.18,2024-09-27,Credit Card,Pending,Wait small manager.,Jesse Johnson,wmartinez@nunez.com,Nairobi,49,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3661,1050,244,306,3,57.71,0.09,2025-02-15,Cash,Cancelled,Old pretty way quality act.,Duane Thompson,tashamartin@rubio.com,Nakuru,70,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
257,1061,244,306,5,212.86,0.11,2025-04-10,Credit Card,Completed,Throughout attorney consumer from book social.,Henry Fields,zwebb@snyder-love.com,Nakuru,53,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1181,1062,244,306,2,62.27,0.08,2025-03-28,Mobile Money,Completed,Civil later magazine computer similar manager well.,Sheryl Carpenter,bjohnson@yahoo.com,Mombasa,67,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3348,1032,244,306,2,143.79,0.16,2024-11-30,Credit Card,Pending,Draw say analysis third between.,Michael Thompson,williamskevin@hotmail.com,Mombasa,23,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3857,1055,244,306,5,493.32,0.14,2024-09-25,Credit Card,Cancelled,Boy carry subject war.,Paul Walter,fcampbell@yahoo.com,Nairobi,47,Economy,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1609,1084,201,306,4,130.73,0.07,2025-04-05,Credit Card,Pending,Economic car every health case certainly safe protect.,Heather Mora,qweaver@fuller-jones.com,Kisumu,35,Democratic,Groceries,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
587,1003,201,306,5,273.67,0.07,2024-12-12,Cash,Completed,Your evening while both treat.,Michael Welch,colsen@george-perkins.com,Mombasa,35,Democratic,Groceries,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3903,1040,201,306,3,433.0,0.0,2024-05-11,Mobile Money,Completed,Class market letter allow head.,Amanda Holmes,josephwilson@duncan-snyder.biz,Kisumu,44,Democratic,Groceries,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1543,1038,201,306,1,39.13,0.08,2024-09-06,Mobile Money,Completed,As explain eight service business grow.,Mark Finley,tiffany12@hammond.com,Nairobi,20,Democratic,Groceries,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1307,1004,201,306,2,186.14,0.14,2024-05-31,Cash,Pending,Still analysis bed strong poor itself.,Jonathon Espinoza,randerson@banks.com,Mombasa,22,Democratic,Groceries,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2835,1041,201,306,3,432.57,0.17,2024-09-22,Cash,Pending,Fly care somebody image.,Donna Grant,nsmith@davis.org,Mombasa,68,Democratic,Groceries,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3939,1031,201,306,3,189.03,0.05,2024-05-25,Mobile Money,Completed,Whether oil fight herself man again maintain agreement.,Kevin Reyes,dana65@chan.com,Nairobi,57,Democratic,Groceries,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1762,1084,219,306,3,128.68,0.05,2025-01-12,Cash,Pending,Community reflect big minute center develop.,Heather Mora,qweaver@fuller-jones.com,Kisumu,35,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3814,1067,219,306,4,424.03,0.01,2024-12-28,Cash,Pending,Street fund magazine window while.,Kenneth Garcia,udunn@gmail.com,Eldoret,39,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
599,1082,219,306,4,247.2,0.0,2025-03-25,Mobile Money,Cancelled,Heart nation shake either.,Jesse Johnson,wmartinez@nunez.com,Nairobi,49,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4058,1018,219,306,1,132.46,0.16,2025-02-28,Mobile Money,Pending,Nearly guy research attention onto.,Brian Hamilton,mark23@gmail.com,Mombasa,48,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3749,1025,219,306,2,429.11,0.09,2025-02-01,Credit Card,Cancelled,Camera discuss discuss adult college.,William Vazquez,ghunter@gmail.com,Nairobi,32,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
94,1012,219,306,2,235.98,0.03,2025-03-30,Mobile Money,Completed,Decide term current.,Richard Mckenzie,hwilson@adams.org,Eldoret,49,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3070,1019,219,306,5,38.47,0.02,2024-08-11,Credit Card,Cancelled,Article entire sometimes gas.,Alexandra Montes,brenda64@hotmail.com,Nakuru,45,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4403,1046,219,306,5,287.65,0.17,2024-11-07,Mobile Money,Completed,Baby go return hand newspaper.,Russell Sims Jr.,laura71@pierce-schmidt.org,Nairobi,42,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3208,1050,219,306,3,176.26,0.16,2024-10-10,Cash,Completed,Bag total room ok born send.,Duane Thompson,tashamartin@rubio.com,Nakuru,70,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3496,1050,219,306,4,258.6,0.02,2024-10-19,Credit Card,Cancelled,Industry only middle mission through near public.,Duane Thompson,tashamartin@rubio.com,Nakuru,70,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1365,1031,219,306,1,104.5,0.08,2024-09-14,Credit Card,Cancelled,Us something discuss necessary.,Kevin Reyes,dana65@chan.com,Nairobi,57,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1567,1063,219,306,1,163.6,0.16,2024-05-10,Cash,Completed,Keep traditional put themselves threat stand.,Johnathan Thomas,latoya01@patterson.com,Kisumu,36,Now,Electronics,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3781,1098,204,306,5,441.27,0.11,2025-03-21,Cash,Completed,Against its father imagine fund room off.,Brittney Dudley,qmason@trevino-brown.info,Nairobi,39,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2595,1045,204,306,3,467.56,0.04,2024-11-27,Cash,Completed,Party billion attack quite.,Richard Roberts,tina04@noble.com,Eldoret,67,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
920,1033,204,306,1,347.61,0.18,2024-11-26,Mobile Money,Cancelled,Small management according mission whatever talk top.,Ronald Bradley,rubenmckay@krause-young.net,Mombasa,64,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1685,1059,204,306,5,195.14,0.0,2024-06-26,Mobile Money,Cancelled,Describe after appear community sea within week.,Brandon Nicholson,mary83@yahoo.com,Nakuru,22,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3265,1027,204,306,4,131.49,0.03,2024-06-02,Credit Card,Completed,Body score collection.,Mrs. Lori Russell,lhill@gmail.com,Kisumu,50,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1178,1042,204,306,4,208.76,0.14,2025-04-06,Mobile Money,Completed,Item through avoid goal stop three stand.,Tammy English,jeremybird@cunningham-wright.com,Nairobi,28,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2082,1051,204,306,1,440.45,0.13,2024-11-02,Cash,Cancelled,Reach next issue military.,Katherine Robinson,shawnharrell@hotmail.com,Nakuru,44,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4719,1093,204,306,4,27.59,0.11,2025-03-12,Mobile Money,Pending,Total money important six member offer.,John Campbell,emily51@yahoo.com,Kisumu,39,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4839,1064,204,306,4,339.39,0.03,2024-09-18,Credit Card,Cancelled,Increase professor paper whom.,Matthew Page,qzhang@hotmail.com,Kisumu,40,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4141,1100,204,306,5,362.85,0.09,2024-10-08,Mobile Money,Pending,Body might recent real.,Gary Yates,carrie48@hotmail.com,Nakuru,54,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
361,1077,204,306,5,266.52,0.12,2024-06-22,Credit Card,Cancelled,Follow final attention business resource phone end.,Kimberly Pratt,patrick88@hogan.com,Nairobi,69,Practice,Electronics,BrandA,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2328,1065,230,306,3,81.24,0.06,2025-02-20,Credit Card,Pending,Remain marriage professor reach.,Erica Jones,hmartin@yahoo.com,Nakuru,22,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1758,1040,230,306,4,34.39,0.13,2025-02-09,Credit Card,Cancelled,Best staff low over training someone show.,Amanda Holmes,josephwilson@duncan-snyder.biz,Kisumu,44,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3199,1020,230,306,4,63.7,0.12,2025-01-07,Credit Card,Cancelled,Expert well major himself source.,Scott Garcia,diana63@vaughn.com,Eldoret,59,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3764,1001,230,306,3,278.74,0.11,2024-10-08,Cash,Cancelled,Partner word hundred decision staff person themselves leader.,Patrick Campbell,birdtonya@dunlap.com,Nakuru,61,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1832,1074,230,306,1,69.43,0.09,2024-04-24,Cash,Pending,Act station politics.,Alexis Dixon,kristina43@reynolds.com,Eldoret,69,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
515,1047,230,306,5,139.23,0.03,2024-05-11,Mobile Money,Cancelled,Attack thing item any offer tonight involve.,Kathryn Mcmillan,herreradavid@hughes-martin.com,Kisumu,67,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1485,1062,230,306,4,273.37,0.08,2024-07-01,Credit Card,Completed,Indeed mean compare fish environmental.,Sheryl Carpenter,bjohnson@yahoo.com,Mombasa,67,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4450,1032,230,306,2,27.65,0.07,2025-01-13,Credit Card,Cancelled,Four purpose free great.,Michael Thompson,williamskevin@hotmail.com,Mombasa,23,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3394,1066,230,306,3,45.67,0.0,2024-06-16,Cash,Completed,Ten candidate reflect guess.,Natalie Gillespie,lwilson@savage.com,Nairobi,47,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2009,1088,230,306,1,372.49,0.06,2024-07-17,Cash,Completed,Indeed pressure green.,John Holt DDS,garretttheodore@baker.com,Nairobi,42,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
771,1006,230,306,5,221.44,0.04,2024-10-18,Mobile Money,Completed,Risk compare under baby bring billion.,Cassandra Perez,amber67@rodriguez.com,Nairobi,64,Information,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2212,1084,233,306,2,176.6,0.14,2025-04-09,Cash,Completed,Statement land five change suggest development.,Heather Mora,qweaver@fuller-jones.com,Kisumu,35,Son,Toys,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1761,1058,233,306,5,423.61,0.04,2025-01-25,Cash,Pending,Stand owner business mouth half may.,Leah Scott,lholt@robinson-riley.com,Nairobi,18,Son,Toys,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4182,1080,233,306,4,308.39,0.14,2024-07-13,Credit Card,Cancelled,Anyone teach central test education.,Nicholas Andrews,becky11@yahoo.com,Mombasa,60,Son,Toys,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4563,1049,233,306,5,359.64,0.19,2024-11-10,Mobile Money,Pending,Important edge education spend.,Jodi Davis,scastaneda@delacruz.info,Kisumu,22,Son,Toys,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3564,1082,233,306,1,353.91,0.1,2025-04-05,Mobile Money,Completed,Edge bill education order woman.,Jesse Johnson,wmartinez@nunez.com,Nairobi,49,Son,Toys,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1884,1011,233,306,2,443.01,0.06,2024-08-14,Mobile Money,Completed,Trial director behind rate.,Isaiah Morales,nancy66@brown-rhodes.org,Mombasa,62,Son,Toys,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1645,1052,233,306,4,349.78,0.01,2024-10-27,Cash,Pending,Under threat card product manage.,Eric Gibson,fhunt@peterson.com,Mombasa,26,Son,Toys,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1114,1024,247,306,1,126.96,0.01,2024-12-04,Cash,Completed,Us assume city friend direction indicate.,Cynthia Richards,zaustin@hotmail.com,Nakuru,21,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3259,1081,247,306,4,205.28,0.17,2025-03-15,Cash,Completed,Economic choose accept stand.,Brooke Love,victoria03@phillips-morse.info,Nakuru,51,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2391,1068,247,306,5,331.48,0.17,2024-10-12,Mobile Money,Completed,Even feel himself customer order successful.,Madison Garner,andrewwells@nash.com,Eldoret,19,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1386,1002,247,306,2,61.34,0.18,2025-02-04,Cash,Completed,Event other artist yourself.,Joshua Little,nmontgomery@gmail.com,Nakuru,39,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3935,1075,247,306,5,48.57,0.11,2025-04-01,Credit Card,Pending,Lawyer sit people group.,Tony Barron,kevinpierce@mcdonald.info,Mombasa,47,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1771,1094,247,306,3,458.54,0.18,2025-03-09,Cash,Completed,Food also into live card baby.,Matthew Thompson,phillipprice@dunn-ramirez.com,Nairobi,48,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2366,1098,247,306,3,226.97,0.07,2024-12-21,Mobile Money,Cancelled,Offer Democrat food purpose short.,Brittney Dudley,qmason@trevino-brown.info,Nairobi,39,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1089,1045,247,306,4,417.52,0.04,2024-09-20,Credit Card,Cancelled,National statement plant rate appear keep really.,Richard Roberts,tina04@noble.com,Eldoret,67,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1985,1091,247,306,5,423.05,0.07,2025-01-23,Cash,Cancelled,Loss per other father.,Matthew Wright,dustin11@hotmail.com,Nakuru,35,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1882,1040,247,306,5,381.22,0.12,2024-12-08,Credit Card,Pending,Practice author usually history business.,Amanda Holmes,josephwilson@duncan-snyder.biz,Kisumu,44,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3427,1021,247,306,2,132.77,0.17,2025-01-21,Credit Card,Pending,Quickly whom story economy.,Shannon Lopez,gespinoza@cook-brown.com,Eldoret,56,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1052,1086,247,306,4,94.34,0.12,2025-01-30,Credit Card,Pending,Relate may yourself yes.,Kyle Ramos,williamstraci@hotmail.com,Nakuru,54,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2930,1079,247,306,1,154.08,0.02,2024-07-07,Credit Card,Cancelled,Once Republican provide investment whole article.,Jason Jensen,chendricks@stuart.org,Mombasa,19,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4464,1071,247,306,5,16.74,0.11,2024-06-01,Cash,Pending,Artist indeed wish prepare break.,Zachary Estes,lewisjessica@yahoo.com,Nairobi,22,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1603,1046,247,306,5,370.03,0.18,2024-08-12,Cash,Completed,Professional but reason country site bring instead.,Russell Sims Jr.,laura71@pierce-schmidt.org,Nairobi,42,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4824,1056,247,306,5,316.72,0.06,2024-11-03,Cash,Completed,Couple happy trial that.,David Bass,jason41@gmail.com,Mombasa,64,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2282,1060,247,306,1,120.21,0.07,2024-09-17,Mobile Money,Pending,President skill song entire carry game top.,Richard Day,raybrenda@yahoo.com,Eldoret,45,Likely,Furniture,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1696,1024,203,306,3,484.62,0.03,2025-03-31,Credit Card,Cancelled,Who collection lawyer feel professional follow eat.,Cynthia Richards,zaustin@hotmail.com,Nakuru,21,Federal,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3290,1058,203,306,3,305.57,0.2,2024-12-30,Cash,Cancelled,Which single open culture challenge.,Leah Scott,lholt@robinson-riley.com,Nairobi,18,Federal,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4899,1078,203,306,5,403.49,0.09,2024-11-04,Credit Card,Cancelled,Again century cultural whom news base already.,Kimberly Jones,shahchristopher@gmail.com,Eldoret,37,Federal,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3048,1037,203,306,1,89.3,0.08,2024-08-30,Credit Card,Pending,Difference study back customer eye boy again.,Michelle Waters,tracy11@hotmail.com,Mombasa,40,Federal,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4626,1027,203,306,4,276.2,0.04,2024-11-30,Credit Card,Cancelled,Prove film mention.,Mrs. Lori Russell,lhill@gmail.com,Kisumu,50,Federal,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2816,1093,203,306,5,467.35,0.02,2024-10-29,Credit Card,Pending,Again attention lead example student nation decade.,John Campbell,emily51@yahoo.com,Kisumu,39,Federal,Furniture,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2451,1091,239,306,1,267.17,0.18,2025-03-15,Mobile Money,Completed,We turn item should.,Matthew Wright,dustin11@hotmail.com,Nakuru,35,Adult,Clothing,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4538,1096,239,306,5,434.97,0.17,2024-11-06,Cash,Pending,Hair national hit standard unit century.,Kimberly Ayers,princejohn@white.com,Nakuru,68,Adult,Clothing,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1980,1071,239,306,1,326.21,0.17,2025-02-23,Credit Card,Cancelled,Investment customer certain million together.,Zachary Estes,lewisjessica@yahoo.com,Nairobi,22,Adult,Clothing,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2917,1071,239,306,2,226.53,0.0,2024-06-02,Cash,Pending,Late doctor specific as.,Zachary Estes,lewisjessica@yahoo.com,Nairobi,22,Adult,Clothing,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3779,1095,239,306,2,86.31,0.16,2025-02-25,Mobile Money,Cancelled,Data serve quality land public nation teacher.,Mr. Robert Cole MD,bvalenzuela@smith.com,Kisumu,39,Adult,Clothing,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4264,1048,239,306,4,73.44,0.17,2024-11-13,Credit Card,Pending,Important grow song wide.,Matthew Miller,nicholasharper@gmail.com,Eldoret,69,Adult,Clothing,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2630,1100,239,306,3,481.36,0.03,2024-09-04,Mobile Money,Cancelled,Kitchen worry forward ago fight hold.,Gary Yates,carrie48@hotmail.com,Nakuru,54,Adult,Clothing,BrandB,Jacobs-Gallegos,Nakuru,Thomas Mccoy
333,1024,213,306,5,77.36,0.1,2024-09-11,Mobile Money,Cancelled,Man control ever church hope friend.,Cynthia Richards,zaustin@hotmail.com,Nakuru,21,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2169,1002,213,306,5,475.01,0.0,2024-09-06,Credit Card,Cancelled,Somebody adult thing pass mean.,Joshua Little,nmontgomery@gmail.com,Nakuru,39,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2438,1045,213,306,5,494.11,0.11,2024-06-26,Mobile Money,Pending,Support determine meet economy.,Richard Roberts,tina04@noble.com,Eldoret,67,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
13,1091,213,306,5,244.21,0.16,2024-06-06,Credit Card,Completed,Research design economic.,Matthew Wright,dustin11@hotmail.com,Nakuru,35,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
945,1080,213,306,1,446.93,0.05,2025-01-24,Cash,Cancelled,Site support college shake during.,Nicholas Andrews,becky11@yahoo.com,Mombasa,60,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1814,1005,213,306,1,446.26,0.06,2024-05-13,Credit Card,Pending,Power measure son catch.,Elizabeth Rodriguez,harttravis@yahoo.com,Kisumu,68,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4120,1049,213,306,5,440.02,0.11,2024-11-10,Mobile Money,Pending,Simple challenge admit.,Jodi Davis,scastaneda@delacruz.info,Kisumu,22,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3262,1059,213,306,5,465.91,0.02,2024-07-17,Mobile Money,Completed,Here level yet fill thus.,Brandon Nicholson,mary83@yahoo.com,Nakuru,22,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1773,1008,213,306,1,467.27,0.09,2024-07-31,Mobile Money,Cancelled,Of whatever sense give ball deal direction.,Austin Hensley,ybrooks@garrison.biz,Nakuru,39,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1569,1018,213,306,1,37.52,0.02,2024-11-25,Cash,Pending,Thing remember offer office economy identify.,Brian Hamilton,mark23@gmail.com,Mombasa,48,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
148,1041,213,306,5,232.23,0.12,2024-07-02,Credit Card,Pending,Name morning culture number culture.,Donna Grant,nsmith@davis.org,Mombasa,68,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1550,1077,213,306,2,178.68,0.06,2024-05-11,Mobile Money,Completed,Information ground before so lay style beyond.,Kimberly Pratt,patrick88@hogan.com,Nairobi,69,Accept,Electronics,BrandD,Jacobs-Gallegos,Nakuru,Thomas Mccoy
603,1076,207,306,2,499.42,0.03,2025-02-17,Mobile Money,Pending,Campaign painting whether two south win.,Jamie Henderson,wrodriguez@kemp.com,Nairobi,24,Network,Electronics,BrandC,Jacobs-Gallegos,Nakuru,Thomas Mccoy
3009,1054,207,306,2,476.86,0.1,2024-05-15,Cash,Completed,Direction sense wish high edge medical indeed.,Joseph Smith,areed@yahoo.com,Kisumu,36,Network,Electronics,BrandC,Jacobs-Gallegos,Nakuru,Thomas Mccoy
4651,1080,207,306,3,420.95,0.17,2024-12-24,Mobile Money,Pending,General position five hour defense system accept traditional.,Nicholas Andrews,becky11@yahoo.com,Mombasa,60,Network,Electronics,BrandC,Jacobs-Gallegos,Nakuru,Thomas Mccoy
206,1049,207,306,4,361.55,0.13,2024-12-29,Cash,Cancelled,Similar teacher hit anyone drive six little month.,Jodi Davis,scastaneda@delacruz.info,Kisumu,22,Network,Electronics,BrandC,Jacobs-Gallegos,Nakuru,Thomas Mccoy
2684,1085,207,306,2,38.29,0.13,2024-06-27,Credit Card,Completed,Coach where person.,Tammy Quinn,emily95@miller-perkins.info,Nairobi,59,Network,Electronics,BrandC,Jacobs-Gallegos,Nakuru,Thomas Mccoy
1950,1050,207,306,1,300.7,0.11,2024-05-17,Mobile Money,Cancelled,Big reduce popular actually.,Duane Thompson,tashamartin@rubio.com,Nakuru,70,Network,Electronics,BrandC,Jacobs-Gallegos,Nakuru,Thomas Mccoy
